order,node_id_1based,x,y,next_node_id_1based
101,2859,12066.6667,86700.0,784
102,784,12100.0,86733.3333,783
103,783,12150.0,86750.0,3496
104,3496,12162.5,86755.0,1828
105,1828,12166.6667,86750.0,323
106,323,12199.4444,86763.0556,877
107,877,12199.4444,86763.0556,1061
108,1061,12199.4444,86763.0556,1063
109,1063,12199.4444,86763.0556,1072
110,1072,12199.4444,86763.0556,2429
111,2429,12199.4444,86763.0556,1131
112,1131,12216.6667,86733.3333,2428
113,2428,12237.5,86721.6667,2186
114,2186,12266.6667,86733.3333,454
115,454,12283.3333,86750.0,1819
116,1819,12283.3333,86750.0,431
117,431,12300.0,86766.6667,2402
118,2402,12300.0,86783.3333,283
119,283,12266.6667,86783.3333,2420
120,2420,12266.6667,86783.3333,550
121,550,12250.0,86800.0,1898
122,1898,12266.6667,86833.3333,958
123,958,12250.0,86866.6667,957
124,957,12250.0,86866.6667,2753
125,2753,12283.3333,86883.3333,3165
126,3165,12316.6667,86900.0,2002
127,2002,12333.3333,86883.3333,627
128,627,12300.0,86866.6667,1725
129,1725,12283.3333,86850.0,3495
130,3495,12275.2778,86842.5,927
131,927,12300.0,86816.6667,677
132,677,12333.3333,86816.6667,2853
133,2853,12333.3333,86783.3333,2851
134,2851,12333.3333,86783.3333,1553
135,1553,12333.3333,86783.3333,1794
136,1794,12350.0,86783.3333,1793
137,1793,12350.0,86783.3333,3072
138,3072,12350.0,86800.0,1166
139,1166,12350.0,86816.6667,1557
140,1557,12366.6667,86816.6667,3375
141,3375,12366.6667,86833.3333,2781
142,2781,12383.3333,86833.3333,1415
143,1415,12400.0,86833.3333,2033
144,2033,12400.0,86816.6667,2240
145,2240,12400.0,86816.6667,3058
146,3058,12400.0,86816.6667,706
147,706,12400.0,86800.0,881
148,881,12416.6667,86800.0,815
149,815,12433.3333,86800.0,518
150,518,12466.6667,86766.6667,778
151,778,12516.6667,86783.3333,2279
152,2279,12516.6667,86750.0,646
153,646,12533.3333,86733.3333,986
154,986,12533.3333,86716.6667,1815
155,1815,12533.3333,86716.6667,1093
156,1093,12566.6667,86716.6667,2497
157,2497,12566.6667,86716.6667,166
158,166,12583.3333,86716.6667,833
159,833,12566.6667,86683.3333,613
160,613,12550.0,86666.6667,1431
161,1431,12592.5,86679.7222,1253
162,1253,12616.6667,86683.3333,2569
163,2569,12616.6667,86683.3333,3121
164,3121,12616.6667,86700.0,2954
165,2954,12616.6667,86700.0,1655
166,1655,12627.7778,86702.5,177
167,177,12627.7778,86702.5,13
168,13,12627.7778,86702.5,12
169,12,12627.7778,86702.5,2386
170,2386,12627.7778,86702.5,3485
171,3485,12627.7778,86702.5,2524
172,2524,12650.0,86700.0,3108
173,3108,12650.0,86700.0,671
174,671,12650.0,86666.6667,2677
175,2677,12683.3333,86683.3333,623
176,623,12700.0,86683.3333,1369
177,1369,12736.9444,86698.6111,1842
178,1842,12716.6667,86716.6667,3220
179,3220,12700.0,86716.6667,3490
180,3490,12694.4444,86718.6111,2439
181,2439,12683.3333,86750.0,1756
182,1756,12683.3333,86783.3333,2619
183,2619,12716.6667,86783.3333,1894
184,1894,12733.3333,86783.3333,2031
185,2031,12733.3333,86816.6667,3440
186,3440,12700.0,86816.6667,2493
187,2493,12700.0,86816.6667,1188
188,1188,12700.0,86816.6667,1255
189,1255,12683.3333,86816.6667,774
190,774,12683.3333,86800.0,2725
191,2725,12666.6667,86800.0,568
192,568,12633.3333,86800.0,2985
193,2985,12616.6667,86766.6667,2825
194,2825,12616.6667,86750.0,809
195,809,12575.0,86779.7222,1008
196,1008,12550.0,86816.6667,1779
197,1779,12550.0,86816.6667,3080
198,3080,12550.0,86816.6667,3097
199,3097,12550.0,86816.6667,2988
200,2988,12533.3333,86816.6667,2632
201,2632,12533.3333,86816.6667,2176
202,2176,12533.3333,86816.6667,452
203,452,12500.0,86816.6667,1486
204,1486,12483.3333,86816.6667,2986
205,2986,12500.0,86833.3333,2989
206,2989,12500.0,86833.3333,247
207,247,12500.0,86833.3333,920
208,920,12483.3333,86850.0,716
209,716,12500.0,86850.0,289
210,289,12520.5556,86860.0,850
211,850,12550.0,86850.0,2029
212,2029,12550.0,86866.6667,919
213,919,12533.3333,86883.3333,704
214,704,12533.3333,86900.0,657
215,657,12516.6667,86916.6667,478
216,478,12516.6667,86916.6667,1039
217,1039,12506.1111,86903.3333,1041
218,1041,12506.1111,86903.3333,1132
219,1132,12483.3333,86883.3333,2987
220,2987,12483.3333,86883.3333,2780
221,2780,12483.3333,86916.6667,2199
222,2199,12500.0,86933.3333,318
223,318,12516.6667,86950.0,2424
224,2424,12516.6667,86950.0,911
225,911,12566.6667,86966.6667,489
226,489,12566.6667,86983.3333,3493
227,3493,12553.0556,86978.3333,1115
228,1115,12543.0556,86978.8889,1114
229,1114,12543.0556,86978.8889,664
230,664,12533.3333,86983.3333,2398
231,2398,12516.6667,86983.3333,1721
232,1721,12500.0,86983.3333,2952
233,2952,12483.3333,86983.3333,2962
234,2962,12483.3333,86983.3333,2964
235,2964,12483.3333,86983.3333,2963
236,2963,12483.3333,86983.3333,453
237,453,12466.6667,86966.6667,1043
238,1043,12450.0,86966.6667,1870
239,1870,12450.0,86950.0,2083
240,2083,12450.0,86933.3333,1908
241,1908,12433.3333,86933.3333,2638
242,2638,12416.6667,86933.3333,503
243,503,12400.0,86933.3333,1871
244,1871,12400.0,86916.6667,2291
245,2291,12416.6667,86883.3333,1609
246,1609,12435.5556,86879.4444,1942
247,1942,12433.3333,86850.0,3101
248,3101,12433.3333,86850.0,2180
249,2180,12450.0,86850.0,2758
250,2758,12450.0,86833.3333,430
251,430,12433.3333,86833.3333,502
252,502,12416.6667,86833.3333,2733
253,2733,12416.6667,86850.0,2967
254,2967,12416.6667,86850.0,2432
255,2432,12400.0,86866.6667,2401
256,2401,12383.3333,86866.6667,1633
257,1633,12366.6667,86866.6667,1473
258,1473,12366.6667,86883.3333,2755
259,2755,12366.6667,86883.3333,2478
260,2478,12366.6667,86900.0,598
261,598,12366.6667,86933.3333,2782
262,2782,12350.0,86966.6667,1222
263,1222,12383.3333,86983.3333,1226
264,1226,12383.3333,86983.3333,3222
265,3222,12383.3333,87000.0,1421
266,1421,12383.3333,87016.6667,1694
267,1694,12366.6667,87016.6667,1203
268,1203,12366.6667,87033.3333,1123
269,1123,12366.6667,87033.3333,597
270,597,12383.3333,87050.0,1363
271,1363,12400.0,87033.3333,923
272,923,12400.0,87016.6667,549
273,549,12416.6667,86983.3333,2290
274,2290,12416.6667,87016.6667,395
275,395,12433.3333,87033.3333,1124
276,1124,12450.0,87050.0,1208
277,1208,12450.0,87050.0,2202
278,2202,12450.0,87050.0,2516
279,2516,12450.0,87050.0,2001
280,2001,12466.6667,87033.3333,3000
281,3000,12483.3333,87050.0,3001
282,3001,12483.3333,87050.0,1192
283,1192,12466.6667,87066.6667,1069
284,1069,12483.3333,87116.6667,1073
285,1073,12466.6667,87116.6667,2837
286,2837,12466.6667,87116.6667,3326
287,3326,12466.6667,87116.6667,1586
288,1586,12450.0,87166.6667,2960
289,2960,12483.3333,87166.6667,3083
290,3083,12516.6667,87200.0,1196
291,1196,12516.6667,87200.0,2377
292,2377,12533.3333,87216.6667,1197
293,1197,12550.0,87233.3333,3084
294,3084,12550.0,87233.3333,2321
295,2321,12566.6667,87233.3333,860
296,860,12566.6667,87216.6667,766
297,766,12583.3333,87200.0,428
298,428,12583.3333,87200.0,777
299,777,12583.3333,87200.0,3056
300,3056,12583.3333,87233.3333,681
301,681,12583.3333,87266.6667,9
302,9,12566.6667,87300.0,1059
303,1059,12566.6667,87300.0,2370
304,2370,12566.6667,87300.0,3086
305,3086,12583.3333,87283.3333,1440
306,1440,12583.3333,87283.3333,1845
307,1845,12600.0,87283.3333,1988
308,1988,12616.6667,87283.3333,2027
309,2027,12616.6667,87300.0,1344
310,1344,12650.0,87300.0,1787
311,1787,12666.6667,87283.3333,2676
312,2676,12650.0,87266.6667,2501
313,2501,12633.3333,87266.6667,2844
314,2844,12616.6667,87233.3333,3334
315,3334,12616.6667,87233.3333,546
316,546,12650.0,87233.3333,803
317,803,12650.0,87216.6667,1970
318,1970,12666.6667,87216.6667,123
319,123,12650.0,87200.0,3317
320,3317,12633.3333,87200.0,2531
321,2531,12616.6667,87183.3333,3037
322,3037,12616.6667,87150.0,2507
323,2507,12633.3333,87150.0,1949
324,1949,12633.3333,87150.0,1622
325,1622,12633.3333,87150.0,2166
326,2166,12650.0,87150.0,111
327,111,12666.6667,87166.6667,2379
328,2379,12666.6667,87166.6667,1556
329,1556,12683.3333,87166.6667,1824
330,1824,12700.0,87166.6667,1600
331,1600,12733.3333,87183.3333,761
332,761,12716.6667,87183.3333,1978
333,1978,12700.0,87200.0,2343
334,2343,12700.0,87200.0,235
335,235,12683.3333,87200.0,2201
336,2201,12700.0,87233.3333,1331
337,1331,12700.0,87233.3333,1733
338,1733,12700.0,87250.0,344
339,344,12683.3333,87250.0,624
340,624,12683.3333,87250.0,391
341,391,12683.3333,87250.0,586
342,586,12700.0,87283.3333,397
343,397,12716.6667,87300.0,377
344,377,12716.6667,87300.0,559
345,559,12733.3333,87333.3333,2450
346,2450,12716.6667,87333.3333,950
347,950,12716.6667,87333.3333,410
348,410,12700.0,87333.3333,238
349,238,12700.0,87333.3333,1935
350,1935,12683.3333,87333.3333,1918
351,1918,12683.3333,87333.3333,2308
352,2308,12666.6667,87350.0,3380
353,3380,12633.3333,87366.6667,1160
354,1160,12700.0,87383.3333,255
355,255,12733.3333,87433.3333,2168
356,2168,12733.3333,87433.3333,1482
357,1482,12733.3333,87400.0,405
358,405,12750.0,87383.3333,419
359,419,12750.0,87383.3333,890
360,890,12766.6667,87383.3333,3064
361,3064,12766.6667,87383.3333,2243
362,2243,12800.0,87400.0,95
363,95,12800.0,87400.0,2236
364,2236,12816.6667,87416.6667,2239
365,2239,12816.6667,87416.6667,2735
366,2735,12816.6667,87416.6667,849
367,849,12816.6667,87450.0,122
368,122,12783.3333,87483.3333,1079
369,1079,12850.0,87500.0,1635
370,1635,12850.0,87533.3333,694
371,694,12883.3333,87533.3333,2495
372,2495,12866.6667,87566.6667,1762
373,1762,12833.3333,87583.3333,545
374,545,12850.0,87600.0,1052
375,1052,12900.0,87633.3333,319
376,319,12900.0,87633.3333,317
377,317,12900.0,87633.3333,2422
378,2422,12900.0,87633.3333,2778
379,2778,12983.3333,87650.0,2461
380,2461,13050.0,87583.3333,991
381,991,13050.0,87583.3333,1673
382,1673,13033.3333,87533.3333,1112
383,1112,13016.6667,87500.0,2797
384,2797,12983.3333,87483.3333,3151
385,3151,12983.3333,87483.3333,2951
386,2951,12916.6667,87500.0,2950
387,2950,12916.6667,87500.0,2541
388,2541,12916.6667,87500.0,2028
389,2028,12883.3333,87500.0,1424
390,1424,12883.3333,87400.0,3230
391,3230,12833.3333,87383.3333,3388
392,3388,12833.3333,87350.0,1843
393,1843,12783.3333,87350.0,1225
394,1225,12783.3333,87300.0,764
395,764,12766.6667,87283.3333,771
396,771,12766.6667,87283.3333,3035
397,3035,12750.0,87283.3333,2331
398,2331,12783.3333,87250.0,2812
399,2812,12850.0,87266.6667,1040
400,1040,12883.3333,87283.3333,1130
401,1130,12883.3333,87283.3333,281
402,281,12866.6667,87216.6667,1872
403,1872,12850.0,87200.0,1328
404,1328,12850.0,87183.3333,1066
405,1066,12850.0,87183.3333,2565
406,2565,12833.3333,87200.0,326
407,326,12800.0,87216.6667,1507
408,1507,12766.6667,87183.3333,822
409,822,12766.6667,87166.6667,675
410,675,12783.3333,87133.3333,237
411,237,12766.6667,87133.3333,2544
412,2544,12733.3333,87116.6667,218
413,218,12716.6667,87133.3333,773
414,773,12716.6667,87116.6667,980
415,980,12716.6667,87100.0,644
416,644,12700.0,87100.0,1420
417,1420,12683.3333,87116.6667,400
418,400,12666.6667,87100.0,581
419,581,12666.6667,87083.3333,1471
420,1471,12666.6667,87083.3333,2021
421,2021,12683.3333,87083.3333,1555
422,1555,12716.6667,87066.6667,917
423,917,12733.3333,87050.0,2075
424,2075,12700.0,87033.3333,2740
425,2740,12683.3333,87033.3333,2530
426,2530,12666.6667,87066.6667,1782
427,1782,12633.3333,87083.3333,1884
428,1884,12633.3333,87083.3333,1386
429,1386,12616.6667,87083.3333,739
430,739,12616.6667,87116.6667,500
431,500,12600.0,87133.3333,2484
432,2484,12600.0,87133.3333,2976
433,2976,12583.3333,87150.0,1749
434,1749,12550.0,87150.0,1922
435,1922,12550.0,87150.0,813
436,813,12550.0,87166.6667,1019
437,1019,12533.3333,87166.6667,2489
438,2489,12533.3333,87166.6667,1075
439,1075,12516.6667,87133.3333,1071
440,1071,12516.6667,87133.3333,2997
441,2997,12516.6667,87116.6667,449
442,449,12566.6667,87116.6667,2320
443,2320,12583.3333,87116.6667,2203
444,2203,12583.3333,87100.0,2949
445,2949,12583.3333,87066.6667,2013
446,2013,12566.6667,87066.6667,1224
447,1224,12566.6667,87066.6667,918
448,918,12533.3333,87050.0,2200
449,2200,12533.3333,87050.0,3003
450,3003,12533.3333,87050.0,905
451,905,12550.0,87033.3333,2179
452,2179,12550.0,87016.6667,3042
453,3042,12566.6667,87033.3333,90
454,90,12583.3333,87033.3333,2155
455,2155,12600.0,87016.6667,1807
456,1807,12616.6667,87016.6667,1702
457,1702,12616.6667,87000.0,115
458,115,12600.0,86983.3333,3287
459,3287,12616.6667,86983.3333,1459
460,1459,12633.3333,86966.6667,3387
461,3387,12650.0,86983.3333,3290
462,3290,12666.6667,86950.0,3373
463,3373,12666.6667,86950.0,775
464,775,12650.0,86933.3333,479
465,479,12633.3333,86950.0,1719
466,1719,12616.6667,86933.3333,2405
467,2405,12600.0,86950.0,1606
468,1606,12600.0,86933.3333,1457
469,1457,12583.3333,86933.3333,3293
470,3293,12566.6667,86916.6667,2991
471,2991,12550.0,86916.6667,1792
472,1792,12566.6667,86900.0,282
473,282,12583.3333,86900.0,3494
474,3494,12610.8333,86899.1667,3425
475,3425,12633.3333,86900.0,1484
476,1484,12633.3333,86883.3333,3088
477,3088,12633.3333,86883.3333,3089
478,3089,12650.0,86866.6667,1503
479,1503,12650.0,86866.6667,547
480,547,12650.0,86833.3333,1734
481,1734,12666.6667,86850.0,1769
482,1769,12666.6667,86866.6667,3096
483,3096,12666.6667,86866.6667,1343
484,1343,12683.3333,86866.6667,1859
485,1859,12683.3333,86900.0,714
486,714,12700.0,86883.3333,1986
487,1986,12700.0,86883.3333,1248
488,1248,12716.6667,86866.6667,2644
489,2644,12716.6667,86883.3333,2294
490,2294,12733.3333,86883.3333,1759
491,1759,12733.3333,86883.3333,327
492,327,12750.0,86866.6667,3421
493,3421,12750.0,86900.0,743
494,743,12766.6667,86916.6667,736
495,736,12766.6667,86916.6667,3163
496,3163,12783.3333,86916.6667,538
497,538,12766.6667,86933.3333,100
498,100,12789.4444,86945.0,101
499,101,12789.4444,86945.0,1083
500,1083,12789.4444,86945.0,2496
501,2496,12789.4444,86945.0,97
502,97,12789.4444,86945.0,96
503,96,12789.4444,86945.0,2577
504,2577,12800.0,86966.6667,1266
505,1266,12800.0,86966.6667,2368
506,2368,12783.3333,86983.3333,3492
507,3492,12797.2222,86987.5,139
508,139,12797.2222,86987.5,1837
509,1837,12816.6667,86983.3333,1873
510,1873,12800.0,87033.3333,1357
511,1357,12783.3333,87050.0,3177
512,3177,12783.3333,87066.6667,1012
513,1012,12783.3333,87083.3333,2037
514,2037,12833.3333,87083.3333,3157
515,3157,12866.6667,87133.3333,2088
516,2088,12983.3333,87083.3333,1541
517,1541,12983.3333,87066.6667,1214
518,1214,12983.3333,87016.6667,610
519,610,12950.0,87000.0,607
520,607,12950.0,87000.0,1382
521,1382,12983.3333,86966.6667,1712
522,1712,12983.3333,86966.6667,1714
523,1714,12983.3333,86966.6667,1101
524,1101,13033.3333,86916.6667,354
525,354,13033.3333,86916.6667,426
526,426,13066.6667,86883.3333,1523
527,1523,12983.3333,86900.0,1766
528,1766,12950.0,86900.0,1768
529,1768,12950.0,86900.0,2893
530,2893,12950.0,86900.0,2894
531,2894,12950.0,86900.0,3065
532,3065,12909.7222,86916.6667,3169
533,3169,12933.3333,86866.6667,2238
534,2238,12933.3333,86850.0,1976
535,1976,12983.3333,86850.0,103
536,103,12963.6111,86814.7222,642
537,642,12950.0,86800.0,669
538,669,12966.6667,86766.6667,2512
539,2512,12983.3333,86800.0,872
540,872,13000.0,86800.0,154
541,154,13000.0,86766.6667,155
542,155,13000.0,86766.6667,1679
543,1679,13000.0,86766.6667,2899
544,2899,13066.6667,86766.6667,2898
545,2898,13066.6667,86766.6667,170
546,170,13066.6667,86766.6667,995
547,995,13133.3333,86783.3333,836
548,836,13200.0,86766.6667,843
549,843,13200.0,86766.6667,844
550,844,13200.0,86766.6667,846
551,846,13200.0,86766.6667,2941
552,2941,13200.0,86766.6667,838
553,838,13200.0,86766.6667,842
554,842,13200.0,86766.6667,8
555,8,13200.0,86800.0,2366
556,2366,13200.0,86800.0,2995
557,2995,13166.6667,86816.6667,3053
558,3053,13166.6667,86816.6667,403
559,403,13183.3333,86933.3333,402
560,402,13183.3333,86933.3333,404
561,404,13183.3333,86933.3333,640
562,640,13266.6667,86883.3333,633
563,633,13266.6667,86883.3333,636
564,636,13266.6667,86883.3333,634
565,634,13266.6667,86883.3333,3032
566,3032,13233.3333,86866.6667,3379
567,3379,13250.0,86833.3333,2854
568,2854,13250.0,86833.3333,2162
569,2162,13250.0,86783.3333,3378
570,3378,13250.0,86766.6667,3377
571,3377,13250.0,86766.6667,1554
572,1554,13250.0,86766.6667,2617
573,2617,13233.3333,86700.0,1601
574,1601,13233.3333,86700.0,3398
575,3398,13266.6667,86666.6667,2858
576,2858,13266.6667,86666.6667,173
577,173,13266.6667,86666.6667,2913
578,2913,13283.3333,86650.0,760
579,760,13283.3333,86650.0,1090
580,1090,13350.0,86616.6667,972
581,972,13350.0,86616.6667,387
582,387,13350.0,86616.6667,1667
583,1667,13350.0,86616.6667,2599
584,2599,13366.6667,86650.0,1404
585,1404,13366.6667,86650.0,2664
586,2664,13400.0,86733.3333,1106
587,1106,13450.0,86700.0,1479
588,1479,13450.0,86700.0,2340
589,2340,13450.0,86716.6667,2679
590,2679,13450.0,86716.6667,1239
591,1239,13483.3333,86733.3333,1237
592,1237,13483.3333,86733.3333,1238
593,1238,13483.3333,86733.3333,325
594,325,13533.3333,86716.6667,321
595,321,13533.3333,86716.6667,285
596,285,13533.3333,86716.6667,163
597,163,13533.3333,86716.6667,767
598,767,13583.3333,86700.0,1385
599,1385,13600.0,86616.6667,1384
600,1384,13600.0,86616.6667,1381
601,1381,13600.0,86616.6667,1380
602,1380,13600.0,86616.6667,1443
603,1443,13650.0,86616.6667,2861
604,2861,13633.3333,86633.3333,3413
605,3413,13633.3333,86633.3333,3414
606,3414,13633.3333,86633.3333,2207
607,2207,13633.3333,86683.3333,1467
608,1467,13683.3333,86700.0,10
609,10,13700.0,86766.6667,486
610,486,13750.0,86716.6667,1829
611,1829,13733.3333,86700.0,2715
612,2715,13733.3333,86700.0,2946
613,2946,13733.3333,86700.0,1260
614,1260,13733.3333,86616.6667,1261
615,1261,13733.3333,86616.6667,1262
616,1262,13733.3333,86616.6667,1736
617,1736,13783.3333,86566.6667,1137
618,1137,13783.3333,86550.0,1488
619,1488,13783.3333,86550.0,1135
620,1135,13783.3333,86550.0,2888
621,2888,13733.3333,86516.6667,2889
622,2889,13716.6667,86500.0,1030
623,1030,13666.6667,86433.3333,1324
624,1324,13650.0,86450.0,1322
625,1322,13650.0,86450.0,1258
626,1258,13633.3333,86483.3333,3394
627,3394,13633.3333,86516.6667,3395
628,3395,13633.3333,86516.6667,112
629,112,13566.6667,86533.3333,7
630,7,13516.6667,86533.3333,136
631,136,13516.6667,86533.3333,2364
632,2364,13516.6667,86533.3333,742
633,742,13516.6667,86533.3333,132
634,132,13533.3333,86516.6667,409
635,409,13533.3333,86516.6667,227
636,227,13566.6667,86500.0,6
637,6,13583.3333,86433.3333,2362
638,2362,13583.3333,86433.3333,2156
639,2156,13516.6667,86400.0,2620
640,2620,13516.6667,86400.0,2010
641,2010,13500.0,86383.3333,2975
642,2975,13500.0,86383.3333,1227
643,1227,13450.0,86400.0,174
644,174,13416.6667,86400.0,2880
645,2880,13416.6667,86400.0,2895
646,2895,13416.6667,86400.0,463
647,463,13400.0,86383.3333,878
648,878,13383.3333,86366.6667,2971
649,2971,13350.0,86400.0,2833
650,2833,13333.3333,86450.0,1107
651,1107,13316.6667,86466.6667,1108
652,1108,13316.6667,86466.6667,1111
653,1111,13316.6667,86466.6667,2503
654,2503,13316.6667,86466.6667,1014
655,1014,13366.6667,86450.0,1085
656,1085,13383.3333,86483.3333,609
657,609,13433.3333,86466.6667,222
658,222,13450.0,86483.3333,2399
659,2399,13450.0,86483.3333,151
660,151,13466.6667,86466.6667,1520
661,1520,13466.6667,86466.6667,29
662,29,13483.3333,86483.3333,142
663,142,13466.6667,86533.3333,914
664,914,13466.6667,86533.3333,579
665,579,13450.0,86533.3333,425
666,425,13450.0,86566.6667,421
667,421,13450.0,86566.6667,133
668,133,13450.0,86566.6667,353
669,353,13483.3333,86583.3333,134
670,134,13450.0,86600.0,513
671,513,13450.0,86600.0,713
672,713,13416.6667,86600.0,423
673,423,13416.6667,86550.0,2273
674,2273,13416.6667,86550.0,2270
675,2270,13416.6667,86550.0,1542
676,1542,13400.0,86550.0,3153
677,3153,13400.0,86550.0,3189
678,3189,13400.0,86550.0,2610
679,2610,13366.6667,86516.6667,1591
680,1591,13366.6667,86516.6667,976
681,976,13350.0,86550.0,1505
682,1505,13300.0,86566.6667,1941
683,1941,13183.3333,86566.6667,2299
684,2299,13183.3333,86566.6667,1598
685,1598,13166.6667,86616.6667,735
686,735,13166.6667,86616.6667,338
687,338,13100.0,86616.6667,1662
688,1662,13100.0,86616.6667,3193
689,3193,13083.3333,86633.3333,2051
690,2051,13083.3333,86633.3333,2618
691,2618,13083.3333,86550.0,1951
692,1951,13083.3333,86550.0,3448
693,3448,13050.0,86583.3333,765
694,765,13050.0,86583.3333,1570
695,1570,13016.6667,86600.0,1538
696,1538,13033.3333,86616.6667,3148
697,3148,13033.3333,86616.6667,2506
698,2506,13000.0,86650.0,1914
699,1914,12966.6667,86666.6667,1410
700,1410,12966.6667,86666.6667,1338
701,1338,12933.3333,86683.3333,2307
702,2307,12950.0,86716.6667,2639
703,2639,12916.6667,86750.0,2052
704,2052,12883.3333,86783.3333,3491
705,3491,12862.7778,86845.5556,2866
706,2866,12833.3333,86800.0,2289
707,2289,12800.0,86766.6667,540
708,540,12766.6667,86766.6667,1453
709,1453,12766.6667,86766.6667,1370
710,1370,12751.3889,86738.0556,2611
711,2611,12751.3889,86738.0556,1373
712,1373,12751.3889,86738.0556,1592
713,1592,12751.3889,86738.0556,1700
714,1700,12766.6667,86716.6667,2713
715,2713,12800.0,86716.6667,703
716,703,12783.3333,86683.3333,2076
717,2076,12833.3333,86666.6667,695
718,695,12850.0,86700.0,2012
719,2012,12866.6667,86716.6667,1665
720,1665,12866.6667,86733.3333,662
721,662,12883.3333,86716.6667,2390
722,2390,12883.3333,86700.0,2671
723,2671,12900.0,86683.3333,3048
724,3048,12900.0,86650.0,3050
725,3050,12900.0,86650.0,1015
726,1015,12883.3333,86633.3333,1519
727,1519,12883.3333,86616.6667,580
728,580,12866.6667,86600.0,1506
729,1506,12900.0,86583.3333,2234
730,2234,12916.6667,86616.6667,2235
731,2235,12933.3333,86616.6667,2237
732,2237,12933.3333,86616.6667,1798
733,1798,12933.3333,86633.3333,1504
734,1504,12966.6667,86616.6667,1680
735,1680,12950.0,86583.3333,1006
736,1006,12983.8889,86573.0556,1813
737,1813,12966.6667,86550.0,2953
738,2953,12950.0,86516.6667,2769
739,2769,12933.3333,86533.3333,1164
740,1164,12916.6667,86516.6667,1491
741,1491,12916.6667,86516.6667,1161
742,1161,12916.6667,86516.6667,2457
